Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
UywLaB,3,3,3,3,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Mechanical,2022,72.86/100,8.13/10,82.20/82.20,88.33/88.33
